<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
17.12.2018;111740;111790;111730;111780
17.12.2018;111790;111790;111750;111760
17.12.2018;111760;111790;111750;111790
17.12.2018;111790;111800;111760;111780
17.12.2018;111770;111770;111740;111750
17.12.2018;111760;111800;111760;111800
17.12.2018;111790;111800;111740;111760
17.12.2018;111750;111790;111750;111760
17.12.2018;111760;111780;111660;111660
17.12.2018;111670;111710;111540;111590
17.12.2018;111580;111650;111550;111630
17.12.2018;111620;111620;111570;111570
17.12.2018;111570;111580;111480;111520
17.12.2018;111520;111530;111490;111500
17.12.2018;111490;111490;111420;111430
17.12.2018;111430;111490;111410;111460
17.12.2018;111460;111480;111350;111380
17.12.2018;111380;111440;111360;111390
17.12.2018;111390;111420;111300;111340
17.12.2018;111330;111330;111150;111200
17.12.2018;111190;111230;110960;111040
17.12.2018;111030;111190;110990;111190
17.12.2018;111190;111190;111090;111130
17.12.2018;111140;111150;111070;111140
17.12.2018;111150;111220;111130;111160
17.12.2018;111170;111170;111000;111070
17.12.2018;111060;111060;110980;111020
17.12.2018;111000;111000;110870;110950
17.12.2018;110950;111030;110870;110990
17.12.2018;110990;110990;110880;110900
17.12.2018;110890;110910;110830;110840
17.12.2018;110840;110850;110760;110770
17.12.2018;110760;110950;110750;110950
17.12.2018;110950;110950;110900;110930
17.12.2018;110940;110960;110910;110950
17.12.2018;110940;110950;110830;110830
17.12.2018;110830;110880;110760;110840
17.12.2018;110830;110890;110780;110890
17.12.2018;110890;110910;110820;110870
17.12.2018;110890;110950;110870;110930
17.12.2018;110930;110940;110840;110880
17.12.2018;110860;110890;110840;110860
17.12.2018;110860;110930;110830;110920
17.12.2018;110920;110920;110850;110870
17.12.2018;110880;110930;110840;110930
17.12.2018;110930;110960;110910;110930
17.12.2018;110920;110940;110900;110900
17.12.2018;110910;110920;110840;110870
17.12.2018;110880;110940;110880;110900
17.12.2018;110910;110920;110870;110900
17.12.2018;110890;110900;110840;110860
17.12.2018;110860;110890;110810;110810
17.12.2018;110820;110820;110670;110690
17.12.2018;110690;110740;110650;110740
17.12.2018;110740;110740;110680;110720
17.12.2018;110720;110780;110710;110730
17.12.2018;110750;110760;110660;110720
17.12.2018;110710;110710;110610;110650
17.12.2018;110640;110710;110640;110650
17.12.2018;110650;110780;110640;110780
17.12.2018;110770;110800;110730;110800
17.12.2018;110800;110820;110760;110790
17.12.2018;110790;110890;110780;110860
17.12.2018;110860;110980;110850;110920
17.12.2018;110940;110940;110910;110930
17.12.2018;110930;110930;110860;110900
17.12.2018;110880;110900;110790;110820
17.12.2018;110830;110830;110700;110720
17.12.2018;110710;110770;110700;110750
17.12.2018;110750;110780;110730;110750
17.12.2018;110760;110860;110750;110830
17.12.2018;110830;110850;110750;110760
17.12.2018;110750;110840;110720;110830
17.12.2018;110820;110870;110790;110860
17.12.2018;110860;110940;110860;110890
17.12.2018;110900;110930;110820;110900
17.12.2018;110900;111160;110890;111140
17.12.2018;111150;111170;110990;111000
17.12.2018;111000;111010;110920;110950
17.12.2018;110930;110980;110900;110970
17.12.2018;110970;110970;110850;110850
17.12.2018;110860;110870;110790;110820
17.12.2018;110810;110830;110780;110820
17.12.2018;110820;110830;110700;110730
17.12.2018;110730;110780;110710;110760
17.12.2018;110750;110840;110730;110800
17.12.2018;110800;110850;110790;110820
17.12.2018;110820;110950;110780;110940
17.12.2018;110950;111020;110910;110960
17.12.2018;110960;111110;110940;111110
17.12.2018;111110;111130;111050;111120
17.12.2018;111110;111150;111040;111080
17.12.2018;111170;111270;111090;111100
17.12.2018;111100;111150;111030;111080
17.12.2018;111070;111150;111070;111150
17.12.2018;111150;111250;111120;111160
17.12.2018;111170;111230;111140;111200
17.12.2018;111200;111240;111180;111200
17.12.2018;111180;111240;111160;111230
17.12.2018;111240;111260;111220;111250
17.12.2018;111250;111270;111210;111230
17.12.2018;111230;111280;111230;111240
17.12.2018;111240;111390;111240;111360
17.12.2018;111370;111400;111310;111310
17.12.2018;111320;111320;111260;111260
17.12.2018;111270;111280;111170;111210
17.12.2018;111210;111260;111170;111250
17.12.2018;111260;111350;111250;111250
17.12.2018;111240;111310;111230;111230
17.12.2018;111230;111300;111220;111250
17.12.2018;111260;111280;111200;111200
17.12.2018;111210;111210;111150;111150
17.12.2018;111150;111230;111140;111160
17.12.2018;111150;111230;111120;111130
17.12.2018;111140;111170;111120;111130
17.12.2018;111130;111130;111040;111090
17.12.2018;111090;111130;110960;110980
17.12.2018;110990;111020;110940;110980
17.12.2018;110990;111030;110990;110990
17.12.2018;110990;111020;110950;110970
17.12.2018;110960;110990;110940;110940
17.12.2018;110950;110980;110890;110980
17.12.2018;110980;111010;110840;110870
17.12.2018;110870;110880;110820;110840
17.12.2018;110840;110880;110820;110840
17.12.2018;110820;110870;110800;110810
17.12.2018;110830;110860;110790;110840
17.12.2018;110840;110840;110790;110800
17.12.2018;110800;110840;110750;110780
17.12.2018;110790;110850;110790;110810
17.12.2018;110830;110850;110810;110850
17.12.2018;110840;110840;110790;110800
17.12.2018;110790;110820;110780;110780
17.12.2018;110780;110820;110720;110800
17.12.2018;110810;110850;110760;110830
17.12.2018;110830;110830;110790;110830
17.12.2018;110820;110820;110750;110780
17.12.2018;110780;110800;110740;110790
17.12.2018;110800;110820;110760;110820
17.12.2018;110810;110850;110800;110840
17.12.2018;110830;110870;110830;110860
17.12.2018;110860;110920;110850;110920
17.12.2018;110920;110950;110910;110930
17.12.2018;110950;110960;110890;110900
17.12.2018;110900;110930;110890;110920
17.12.2018;110910;110950;110870;110870
17.12.2018;110870;110900;110830;110900
17.12.2018;110880;110930;110870;110910
17.12.2018;110910;110920;110900;110910
17.12.2018;110900;110940;110900;110940
17.12.2018;110920;110970;110900;110970
17.12.2018;110960;111010;110940;110980
17.12.2018;110990;111030;110960;111030
17.12.2018;111020;111050;110950;110960
17.12.2018;110960;111010;110940;110950
17.12.2018;110940;110970;110940;110940
17.12.2018;110960;110990;110940;110970
17.12.2018;110970;110980;110920;110960
17.12.2018;110960;110960;110940;110940
17.12.2018;110940;110950;110910;110930
17.12.2018;110930;110980;110930;110950
17.12.2018;110940;110950;110930;110940
17.12.2018;110930;110950;110920;110930
17.12.2018;110940;110940;110870;110890
17.12.2018;110890;110920;110870;110920
17.12.2018;110920;110920;110890;110890
17.12.2018;110890;110890;110840;110880
17.12.2018;110870;110910;110860;110900
17.12.2018;110900;110920;110890;110900
17.12.2018;110900;111020;110900;110990
17.12.2018;110980;111030;110980;111010
17.12.2018;111010;111030;111000;111030
17.12.2018;111030;111090;111010;111080
17.12.2018;111080;111120;111060;111080
17.12.2018;111090;111110;111050;111050
17.12.2018;111050;111060;111010;111020
17.12.2018;111010;111030;110980;110980
17.12.2018;110980;111000;110960;110990
17.12.2018;110990;111020;110950;111000
17.12.2018;111000;111040;110990;111020
17.12.2018;111010;111020;110980;110980
17.12.2018;110980;111010;110980;111010
17.12.2018;110990;110990;110900;110940
17.12.2018;110930;110930;110850;110860
17.12.2018;110860;110860;110800;110850
17.12.2018;110850;110900;110830;110880
17.12.2018;110880;110890;110850;110850
17.12.2018;110850;110890;110840;110860
17.12.2018;110860;110880;110820;110830
17.12.2018;110850;110880;110840;110850
17.12.2018;110840;110880;110820;110870
17.12.2018;110860;110900;110860;110860
17.12.2018;110850;110890;110840;110870
17.12.2018;110880;110890;110820;110840
17.12.2018;110840;110840;110810;110820
17.12.2018;110810;110810;110760;110800
17.12.2018;110790;110820;110770;110810
17.12.2018;110800;110830;110790;110810
17.12.2018;110810;110830;110800;110820
17.12.2018;110820;110820;110800;110820
17.12.2018;110820;110830;110800;110820
17.12.2018;110810;110840;110810;110840
17.12.2018;110820;110860;110820;110840
17.12.2018;110830;110830;110810;110810
17.12.2018;110820;110820;110790;110790
17.12.2018;110790;110790;110740;110740
17.12.2018;110740;110750;110710;110720
17.12.2018;110720;110770;110680;110700
17.12.2018;110710;110720;110570;110670
17.12.2018;110670;110680;110580;110610
17.12.2018;110610;110610;110540;110550
17.12.2018;110550;110590;110550;110570
17.12.2018;110570;110610;110550;110600
17.12.2018;110610;110630;110590;110610
17.12.2018;110610;110640;110590;110610
17.12.2018;110600;110630;110590;110590
17.12.2018;110580;110620;110570;110580
17.12.2018;110570;110640;110560;110640
17.12.2018;110640;110650;110610;110640
17.12.2018;110650;110650;110630;110650
17.12.2018;110630;110660;110610;110630
17.12.2018;110630;110640;110570;110590
17.12.2018;110580;110620;110570;110610
17.12.2018;110610;110640;110590;110590
17.12.2018;110590;110610;110570;110580
17.12.2018;110580;110660;110570;110650
17.12.2018;110640;110710;110640;110680
17.12.2018;110680;110680;110620;110660
17.12.2018;110660;110680;110640;110670
17.12.2018;110670;110690;110660;110680
17.12.2018;110690;110700;110670;110680
17.12.2018;110680;110680;110640;110660
17.12.2018;110660;110670;110610;110610
17.12.2018;110630;110630;110580;110610
17.12.2018;110610;110630;110600;110630
17.12.2018;110630;110730;110630;110720
17.12.2018;110710;110730;110690;110710
17.12.2018;110710;110730;110700;110700
17.12.2018;110700;110710;110660;110660
17.12.2018;110660;110680;110630;110640
17.12.2018;110650;110650;110620;110630
17.12.2018;110620;110640;110600;110610
17.12.2018;110620;110670;110580;110670
17.12.2018;110670;110680;110650;110660
17.12.2018;110650;110660;110630;110630
17.12.2018;110620;110620;110560;110560
17.12.2018;110580;110580;110390;110450
17.12.2018;110440;110530;110440;110510
17.12.2018;110520;110520;110430;110440
17.12.2018;110430;110470;110400;110470
17.12.2018;110460;110480;110440;110450
17.12.2018;110450;110480;110410;110480
17.12.2018;110480;110490;110440;110470
17.12.2018;110470;110560;110470;110540
17.12.2018;110540;110570;110530;110550
17.12.2018;110560;110590;110520;110550
17.12.2018;110560;110560;110500;110510
17.12.2018;110510;110520;110450;110490
17.12.2018;110500;110500;110440;110460
17.12.2018;110450;110460;110400;110430
17.12.2018;110420;110510;110410;110470
17.12.2018;110470;110490;110440;110480
17.12.2018;110470;110490;110400;110410
17.12.2018;110400;110480;110400;110460
17.12.2018;110460;110550;110440;110550
17.12.2018;110540;110560;110520;110550
17.12.2018;110540;110550;110490;110530
17.12.2018;110500;110530;110450;110530
17.12.2018;110540;110580;110530;110570
17.12.2018;110560;110570;110510;110560
17.12.2018;110550;110550;110510;110520
17.12.2018;110510;110520;110480;110490
17.12.2018;110480;110510;110470;110470
17.12.2018;110460;110490;110450;110480
17.12.2018;110490;110510;110480;110500
17.12.2018;110500;110500;110440;110450
17.12.2018;110450;110470;110410;110420
17.12.2018;110420;110450;110340;110340
17.12.2018;110340;110400;110340;110390
17.12.2018;110390;110430;110360;110380
17.12.2018;110370;110410;110360;110380
17.12.2018;110390;110410;110360;110370
17.12.2018;110390;110420;110360;110410
17.12.2018;110400;110430;110380;110420
17.12.2018;110420;110460;110400;110420
17.12.2018;110420;110430;110420;110420
17.12.2018;110420;110480;110410;110460
17.12.2018;110460;110460;110430;110430
17.12.2018;110440;110440;110370;110400
17.12.2018;110400;110400;110290;110340
17.12.2018;110340;110350;110270;110330
17.12.2018;110320;110350;110290;110340
17.12.2018;110350;110400;110310;110350
17.12.2018;110350;110450;110330;110450
17.12.2018;110450;110460;110430;110440
17.12.2018;110440;110460;110380;110380
17.12.2018;110390;110430;110380;110410
17.12.2018;110410;110440;110390;110400
17.12.2018;110400;110440;110400;110430
17.12.2018;110440;110450;110380;110380
17.12.2018;110380;110430;110370;110400
17.12.2018;110380;110390;110340;110380
17.12.2018;110390;110390;110320;110320
17.12.2018;110320;110320;110290;110290
17.12.2018;110290;110460;110250;110400
17.12.2018;110390;110420;110370;110410
17.12.2018;110420;110420;110360;110370
17.12.2018;110380;110390;110330;110350
17.12.2018;110360;110360;110250;110270
17.12.2018;110260;110300;110220;110250
17.12.2018;110260;110340;110260;110330
17.12.2018;110320;110350;110310;110320
17.12.2018;110330;110360;110290;110360
17.12.2018;110360;110380;110320;110350
17.12.2018;110350;110380;110350;110350
17.12.2018;110340;110350;110290;110290
17.12.2018;110290;110300;110230;110300
17.12.2018;110300;110340;110260;110330
17.12.2018;110340;110350;110270;110310
17.12.2018;110300;110330;110250;110320
17.12.2018;110300;110350;110300;110330
17.12.2018;110330;110330;110300;110310
17.12.2018;110320;110350;110310;110340
17.12.2018;110330;110350;110290;110290
17.12.2018;110320;110340;110310;110310
17.12.2018;110310;110320;110290;110290
17.12.2018;110300;110310;110250;110260
17.12.2018;110260;110290;110240;110290
17.12.2018;110290;110300;110270;110270
17.12.2018;110290;110300;110240;110260
17.12.2018;110260;110320;110260;110300
17.12.2018;110310;110370;110310;110360
17.12.2018;110350;110390;110330;110350
17.12.2018;110360;110390;110350;110380
17.12.2018;110380;110400;110360;110390
17.12.2018;110390;110410;110340;110340
17.12.2018;110360;110380;110350;110360
17.12.2018;110360;110410;110340;110350
17.12.2018;110350;110420;110340;110400
17.12.2018;110400;110400;110350;110350
17.12.2018;110360;110360;110310;110330
17.12.2018;110340;110340;110280;110280
17.12.2018;110280;110370;110280;110370
17.12.2018;110360;110450;110350;110440
17.12.2018;110440;110510;110410;110440
17.12.2018;110450;110470;110410;110440
17.12.2018;110440;110440;110350;110380
17.12.2018;110370;110400;110360;110400
17.12.2018;110380;110400;110320;110340
17.12.2018;110330;110370;110320;110360
17.12.2018;110340;110410;110330;110370
17.12.2018;110370;110370;110320;110350
17.12.2018;110360;110370;110340;110350
17.12.2018;110340;110360;110310;110330
17.12.2018;110330;110330;110260;110290
17.12.2018;110300;110300;110230;110240
17.12.2018;110250;110290;110220;110250
17.12.2018;110250;110260;110180;110190
17.12.2018;110190;110220;110160;110190
17.12.2018;110190;110190;110140;110180
17.12.2018;110160;110170;110110;110150
17.12.2018;110170;110190;110150;110180
17.12.2018;110190;110200;110120;110140
17.12.2018;110150;110150;110100;110120
17.12.2018;110130;110160;110080;110130
17.12.2018;110130;110160;110120;110120
17.12.2018;110120;110130;110100;110100
17.12.2018;110120;110140;110090;110100
17.12.2018;110110;110160;110100;110160
17.12.2018;110160;110230;110150;110210
17.12.2018;110200;110200;110160;110160
17.12.2018;110180;110210;110170;110190
17.12.2018;110160;110170;110140;110170
17.12.2018;110150;110160;110130;110140
17.12.2018;110140;110140;110080;110090
17.12.2018;110090;110100;109980;109990
17.12.2018;110000;110020;109970;110020
17.12.2018;110010;110060;110010;110060
17.12.2018;110050;110060;110010;110020
17.12.2018;110020;110040;109980;109990
17.12.2018;109990;110040;109980;110020
17.12.2018;110010;110060;109950;109950
18.12.2018;110080;110250;109570;109820
18.12.2018;109820;109980;109820;109880
18.12.2018;109880;109920;109820;109840
18.12.2018;109850;109860;109720;109820
18.12.2018;109810;110020;109800;110020
18.12.2018;110030;110030;109830;109900
18.12.2018;109900;109910;109840;109860
18.12.2018;109840;109890;109730;109760
18.12.2018;109760;109920;109750;109830
18.12.2018;109830;109900;109810;109880
18.12.2018;109890;109900;109820;109820
18.12.2018;109830;109970;109780;109940
18.12.2018;109920;110060;109890;109910
18.12.2018;109910;109950;109820;109840
18.12.2018;109840;109840;109690;109710
18.12.2018;109700;109790;109660;109740
18.12.2018;109730;109750;109650;109670
18.12.2018;109660;109740;109620;109720
18.12.2018;109720;109800;109680;109680
18.12.2018;109670;109720;109660;109710
18.12.2018;109710;109730;109670;109690
18.12.2018;109700;109730;109630;109710
18.12.2018;109720;109780;109690;109780
18.12.2018;109780;109780;109700;109700
18.12.2018;109710;109730;109700;109700
18.12.2018;109700;109720;109580;109610
18.12.2018;109600;109640;109550;109640
18.12.2018;109630;109690;109610;109690
18.12.2018;109690;109700;109530;109530
18.12.2018;109530;109580;109460;109490
18.12.2018;109480;109530;109480;109490
18.12.2018;109490;109570;109460;109560
18.12.2018;109560;109560;109440;109500
18.12.2018;109500;109550;109480;109540
18.12.2018;109530;109570;109500;109550
18.12.2018;109540;109570;109510;109540
18.12.2018;109530;109590;109520;109580
18.12.2018;109590;109600;109560;109600
18.12.2018;109600;109640;109590;109640
18.12.2018;109630;109670;109590;109670
18.12.2018;109670;109760;109660;109730
18.12.2018;109730;109730;109660;109690
18.12.2018;109690;109750;109660;109730
18.12.2018;109720;109790;109690;109700
18.12.2018;109700;109720;109650;109670
18.12.2018;109670;109690;109650;109660
18.12.2018;109650;109830;109650;109780
18.12.2018;109770;109780;109740;109770
18.12.2018;109770;109840;109760;109780
18.12.2018;109780;109850;109780;109820
18.12.2018;109820;109850;109780;109810
18.12.2018;109800;109820;109740;109740
18.12.2018;109730;109740;109670;109690
18.12.2018;109690;109720;109650;109700
18.12.2018;109690;109730;109680;109730
18.12.2018;109720;109730;109670;109730
18.12.2018;109730;109860;109720;109840
18.12.2018;109840;109870;109780;109780
18.12.2018;109790;109850;109790;109830
18.12.2018;109820;109930;109820;109900
18.12.2018;109900;109910;109810;109850
18.12.2018;109860;109990;109800;109920
18.12.2018;109910;109930;109810;109840
18.12.2018;109850;109870;109800;109830
18.12.2018;109830;109850;109690;109720
18.12.2018;109720;109760;109670;109750
18.12.2018;109750;109800;109730;109790
18.12.2018;109790;109880;109760;109880
18.12.2018;109880;110050;109820;109990
18.12.2018;109990;110070;109950;110010
18.12.2018;110010;110020;109910;109940
18.12.2018;109940;109950;109820;109850
18.12.2018;109850;109890;109810;109870
18.12.2018;109890;109890;109840;109870
18.12.2018;109870;109900;109820;109880
18.12.2018;109890;109950;109870;109870
18.12.2018;109880;109900;109850;109880
18.12.2018;109880;109920;109860;109860
18.12.2018;109870;109930;109860;109870
18.12.2018;109860;109900;109820;109890
18.12.2018;109890;109970;109830;109830
18.12.2018;109830;109910;109820;109890
18.12.2018;109910;109940;109890;109890
18.12.2018;109910;109940;109880;109930
18.12.2018;109930;109970;109850;109930
18.12.2018;109940;110010;109920;109950
18.12.2018;109950;109960;109800;109850
18.12.2018;109870;109870;109720;109740
18.12.2018;109740;109860;109730;109810
18.12.2018;109790;109840;109770;109780
18.12.2018;109780;109970;109780;109940
18.12.2018;109940;110040;109940;110030
18.12.2018;110040;110050;109940;109950
18.12.2018;109970;110000;109960;110000
18.12.2018;109990;110020;109980;109990
18.12.2018;110000;110010;109930;109980
18.12.2018;109990;109990;109930;109970
18.12.2018;109970;110030;109930;110000
18.12.2018;110000;110030;109980;110020
18.12.2018;110040;110140;110020;110060
18.12.2018;110070;110160;110040;110040
18.12.2018;110060;110060;109980;109980
18.12.2018;109970;110020;109930;109940
18.12.2018;109950;109970;109850;109910
18.12.2018;109900;109930;109810;109880
18.12.2018;109880;109920;109860;109880
18.12.2018;109890;109900;109740;109770
18.12.2018;109780;109810;109710;109810
18.12.2018;109810;109860;109760;109810
18.12.2018;109810;109860;109770;109850
18.12.2018;109840;109960;109830;109910
18.12.2018;109930;109950;109890;109890
18.12.2018;109890;109910;109860;109890
18.12.2018;109900;109950;109890;109920
18.12.2018;109910;109980;109900;109930
18.12.2018;109940;109950;109870;109870
18.12.2018;109870;109930;109870;109880
18.12.2018;109880;109900;109810;109820
18.12.2018;109830;109830;109680;109700
18.12.2018;109680;109730;109650;109670
18.12.2018;109670;109680;109480;109500
18.12.2018;109490;109560;109440;109510
18.12.2018;109510;109530;109200;109220
18.12.2018;109230;109320;109230;109260
18.12.2018;109260;109290;109130;109170
18.12.2018;109170;109210;109030;109040
18.12.2018;109040;109170;109030;109140
18.12.2018;109150;109170;109070;109150
18.12.2018;109150;109180;109120;109160
18.12.2018;109150;109180;109120;109160
18.12.2018;109170;109290;109150;109270
18.12.2018;109280;109330;109250;109320
18.12.2018;109320;109410;109290;109410
18.12.2018;109410;109420;109350;109390
18.12.2018;109400;109440;109380;109400
18.12.2018;109410;109450;109400;109450
18.12.2018;109440;109490;109430;109440
18.12.2018;109430;109470;109410;109430
18.12.2018;109430;109440;109350;109390
18.12.2018;109380;109430;109360;109420
18.12.2018;109420;109490;109410;109440
18.12.2018;109440;109470;109390;109450
18.12.2018;109460;109510;109430;109450
18.12.2018;109440;109440;109370;109410
18.12.2018;109400;109430;109380;109390
18.12.2018;109380;109450;109380;109420
18.12.2018;109430;109470;109380;109410
18.12.2018;109420;109420;109380;109400
18.12.2018;109390;109390;109350;109390
18.12.2018;109380;109390;109260;109270
18.12.2018;109260;109360;109260;109330
18.12.2018;109330;109350;109280;109330
18.12.2018;109330;109360;109320;109330
18.12.2018;109340;109370;109300;109330
18.12.2018;109340;109380;109250;109370
18.12.2018;109370;109410;109340;109410
18.12.2018;109410;109450;109350;109350
18.12.2018;109360;109450;109350;109410
18.12.2018;109420;109550;109410;109540
18.12.2018;109540;109580;109460;109480
18.12.2018;109480;109550;109480;109500
18.12.2018;109510;109530;109490;109510
18.12.2018;109520;109520;109500;109510
18.12.2018;109520;109520;109450;109500
18.12.2018;109500;109510;109450;109460
18.12.2018;109470;109470;109390;109410
18.12.2018;109410;109470;109390;109460
18.12.2018;109470;109500;109440;109440
18.12.2018;109440;109560;109440;109550
18.12.2018;109550;109630;109540;109630
18.12.2018;109630;109680;109600;109610
18.12.2018;109600;109630;109550;109630
18.12.2018;109640;109650;109590;109620
18.12.2018;109620;109780;109620;109700
18.12.2018;109700;109820;109690;109800
18.12.2018;109790;110000;109790;109920
18.12.2018;109940;110010;109870;109930
18.12.2018;109920;109940;109790;109800
18.12.2018;109810;109810;109720;109730
18.12.2018;109730;109800;109700;109740
18.12.2018;109740;109800;109730;109790
18.12.2018;109790;109810;109750;109760
18.12.2018;109770;109770;109700;109730
18.12.2018;109720;109750;109720;109730
18.12.2018;109740;109740;109650;109690
18.12.2018;109680;109720;109610;109670
18.12.2018;109690;109710;109650;109710
18.12.2018;109710;109740;109660;109680
18.12.2018;109690;109740;109670;109720
18.12.2018;109730;109780;109680;109690
18.12.2018;109690;109730;109690;109710
18.12.2018;109710;109720;109690;109710
18.12.2018;109710;109710;109610;109610
18.12.2018;109620;109670;109600;109630
18.12.2018;109630;109650;109540;109610
18.12.2018;109610;109610;109510;109570
18.12.2018;109570;109600;109550;109590
18.12.2018;109580;109610;109580;109610
18.12.2018;109600;109630;109600;109620
18.12.2018;109630;109650;109570;109600
18.12.2018;109590;109660;109570;109640
18.12.2018;109650;109790;109650;109770
18.12.2018;109760;109780;109720;109770
18.12.2018;109770;109780;109680;109700
18.12.2018;109700;109720;109680;109720
18.12.2018;109720;109750;109700;109700
18.12.2018;109710;109710;109650;109680
18.12.2018;109680;109710;109670;109700
18.12.2018;109690;109740;109690;109740
18.12.2018;109740;109790;109720;109790
18.12.2018;109780;109820;109750;109750
18.12.2018;109740;109780;109740;109750
18.12.2018;109750;109750;109710;109730
18.12.2018;109740;109740;109620;109660
18.12.2018;109650;109660;109480;109510
18.12.2018;109520;109590;109510;109580
18.12.2018;109580;109580;109510;109510
18.12.2018;109510;109560;109480;109560
18.12.2018;109560;109560;109480;109530
18.12.2018;109530;109580;109490;109500
18.12.2018;109490;109510;109420;109470
18.12.2018;109480;109520;109460;109460
18.12.2018;109460;109470;109310;109420
18.12.2018;109420;109420;109350;109380
18.12.2018;109370;109400;109320;109370
18.12.2018;109370;109380;109330;109360
18.12.2018;109360;109400;109320;109400
18.12.2018;109390;109410;109370;109390
18.12.2018;109390;109410;109360;109360
18.12.2018;109370;109370;109290;109370
18.12.2018;109350;109390;109330;109370
18.12.2018;109360;109430;109360;109370
18.12.2018;109370;109410;109300;109380
18.12.2018;109370;109440;109370;109400
18.12.2018;109380;109460;109330;109450
18.12.2018;109450;109490;109390;109410
18.12.2018;109420;109480;109390;109460
18.12.2018;109450;109490;109420;109420
18.12.2018;109430;109440;109400;109430
18.12.2018;109420;109450;109380;109420
18.12.2018;109420;109560;109400;109520
18.12.2018;109520;109550;109430;109460
18.12.2018;109460;109460;109390;109400
18.12.2018;109410;109530;109400;109460
18.12.2018;109450;109540;109450;109490
18.12.2018;109490;109520;109470;109520
18.12.2018;109520;109540;109460;109520
18.12.2018;109520;109530;109470;109510
18.12.2018;109510;109550;109500;109520
18.12.2018;109540;109580;109500;109530
18.12.2018;109530;109570;109530;109540
18.12.2018;109550;109580;109510;109540
18.12.2018;109540;109560;109450;109480
18.12.2018;109470;109520;109460;109460
18.12.2018;109470;109540;109460;109500
18.12.2018;109500;109510;109430;109450
18.12.2018;109470;109490;109430;109450
18.12.2018;109470;109500;109420;109430
18.12.2018;109430;109440;109420;109430
18.12.2018;109420;109460;109410;109440
18.12.2018;109440;109510;109440;109490
18.12.2018;109490;109500;109470;109470
18.12.2018;109480;109520;109470;109520
18.12.2018;109520;109570;109480;109500
18.12.2018;109490;109500;109450;109490
18.12.2018;109490;109510;109440;109440
18.12.2018;109440;109490;109430;109460
18.12.2018;109480;109480;109410;109420
18.12.2018;109420;109470;109420;109460
18.12.2018;109460;109470;109380;109400
18.12.2018;109400;109430;109370;109370
18.12.2018;109370;109390;109330;109390
18.12.2018;109390;109410;109370;109400
18.12.2018;109390;109440;109380;109410
18.12.2018;109420;109430;109380;109430
18.12.2018;109440;109460;109420;109440
18.12.2018;109450;109490;109430;109490
18.12.2018;109490;109510;109470;109500
18.12.2018;109490;109550;109450;109450
18.12.2018;109450;109470;109450;109450
18.12.2018;109460;109530;109450;109510
18.12.2018;109510;109530;109440;109440
18.12.2018;109440;109460;109430;109450
18.12.2018;109460;109460;109410;109450
18.12.2018;109440;109450;109340;109340
18.12.2018;109340;109380;109310;109380
18.12.2018;109370;109400;109340;109370
18.12.2018;109370;109400;109350;109380
18.12.2018;109370;109390;109350;109390
18.12.2018;109380;109380;109300;109330
18.12.2018;109320;109340;109260;109320
18.12.2018;109320;109320;109230;109280
18.12.2018;109290;109300;109260;109300
18.12.2018;109300;109300;109230;109270
18.12.2018;109280;109310;109250;109310
18.12.2018;109300;109350;109290;109340
18.12.2018;109360;109360;109320;109320
18.12.2018;109320;109390;109320;109320
18.12.2018;109320;109360;109280;109360
18.12.2018;109350;109370;109320;109330
18.12.2018;109340;109340;109260;109260
18.12.2018;109260;109270;109210;109230
18.12.2018;109220;109250;109210;109230
18.12.2018;109230;109240;109190;109210
18.12.2018;109210;109220;109180;109220
18.12.2018;109220;109270;109200;109250
18.12.2018;109240;109250;109210;109240
18.12.2018;109240;109270;109230;109270
18.12.2018;109270;109270;109240;109270
18.12.2018;109280;109300;109240;109250
18.12.2018;109240;109260;109230;109250
18.12.2018;109240;109250;109190;109220
18.12.2018;109210;109250;109200;109250
18.12.2018;109250;109350;109230;109320
18.12.2018;109320;109340;109310;109330
18.12.2018;109340;109360;109320;109340
18.12.2018;109340;109390;109330;109370
18.12.2018;109380;109390;109340;109360
18.12.2018;109360;109360;109340;109360
18.12.2018;109360;109370;109300;109320
18.12.2018;109340;109350;109330;109350
18.12.2018;109350;109360;109320;109350
18.12.2018;109350;109380;109320;109370
18.12.2018;109370;109370;109330;109340
18.12.2018;109340;109340;109280;109290
18.12.2018;109290;109340;109280;109330
18.12.2018;109330;109360;109320;109360
18.12.2018;109360;109420;109350;109380
18.12.2018;109370;109450;109370;109380
18.12.2018;109390;109440;109380;109440
18.12.2018;109440;109470;109420;109460
18.12.2018;109440;109470;109410;109460
18.12.2018;109450;109470;109440;109450
18.12.2018;109450;109460;109380;109400
18.12.2018;109390;109460;109390;109440
18.12.2018;109450;109460;109430;109440
18.12.2018;109440;109460;109430;109450
18.12.2018;109450;109480;109430;109480
18.12.2018;109480;109560;109460;109550
18.12.2018;109560;109560;109470;109490
18.12.2018;109490;109610;109460;109580
18.12.2018;109580;109730;109540;109700
18.12.2018;109710;109760;109670;109730
18.12.2018;109730;109740;109650;109660
18.12.2018;109660;109850;109660;109850
18.12.2018;109840;110000;109830;110000
18.12.2018;110000;110020;109860;109890
18.12.2018;109880;109960;109840;109950
18.12.2018;109940;109990;109890;109960
18.12.2018;109950;109970;109820;109840
18.12.2018;109840;109890;109820;109850
18.12.2018;109840;109870;109830;109850
18.12.2018;109850;109870;109820;109870
